<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
12/9/2018,105720,105760,105720,105760
12/9/2018,105740,105740,105740,105740
12/9/2018,105810,105820,105780,105780
12/9/2018,105880,105920,105880,105900
12/9/2018,105900,105900,105900,105900
12/9/2018,105900,105910,105900,105910
12/9/2018,105870,105870,105810,105840
12/9/2018,105830,105860,105820,105860
12/9/2018,105840,105840,105830,105830
12/9/2018,105830,105830,105800,105800
12/9/2018,105850,105850,105850,105850
12/9/2018,105860,105900,105860,105860
12/9/2018,105840,105840,105840,105840
12/9/2018,105850,105850,105800,105800
12/9/2018,105800,105800,105790,105790
12/9/2018,105800,105800,105760,105760
12/9/2018,105720,105720,105710,105710
12/9/2018,105740,105760,105740,105760
12/9/2018,105790,105810,105790,105810
12/9/2018,105800,105820,105760,105760
12/9/2018,105740,105740,105740,105740
12/9/2018,105730,105730,105700,105700
12/9/2018,105710,105720,105710,105720
12/9/2018,105690,105690,105690,105690
12/9/2018,105740,105800,105740,105760
12/9/2018,105830,105830,105820,105820
12/9/2018,105770,105770,105770,105770
12/9/2018,105750,105750,105750,105750
12/9/2018,105750,105750,105740,105740
12/9/2018,105760,105760,105760,105760
12/9/2018,105770,105770,105770,105770
12/9/2018,105820,105830,105820,105830
12/9/2018,105900,105900,105900,105900
12/9/2018,105920,105970,105920,105970
12/9/2018,105940,105940,105940,105940
12/9/2018,105900,105900,105900,105900
12/9/2018,105860,105860,105800,105800
12/9/2018,105850,105850,105850,105850
12/9/2018,105880,105880,105880,105880
12/9/2018,105810,105810,105810,105810
12/9/2018,105900,105900,105900,105900
12/9/2018,105930,106050,105930,105930
12/9/2018,106030,106060,106010,106030
12/9/2018,106040,106050,105940,105940
12/9/2018,105910,105910,105910,105910
12/9/2018,105930,105950,105930,105940
12/9/2018,105920,105920,105900,105900
12/9/2018,105870,105870,105840,105850
12/9/2018,105850,105850,105850,105850
12/9/2018,105840,105840,105840,105840
12/9/2018,105840,105840,105820,105820
12/9/2018,105800,105800,105770,105770
12/9/2018,105770,105770,105720,105750
12/9/2018,105760,105760,105660,105660
12/9/2018,105690,105720,105690,105720
12/9/2018,105740,105740,105690,105690
12/9/2018,105680,105680,105630,105630
12/9/2018,105630,105640,105580,105610
12/9/2018,105580,105580,105560,105560
12/9/2018,105550,105550,105500,105500
12/9/2018,105500,105520,105450,105450
12/9/2018,105500,105500,105500,105500
12/9/2018,105510,105530,105480,105480
12/9/2018,105490,105520,105490,105520
12/9/2018,105510,105520,105490,105520
12/9/2018,105510,105640,105400,105640
12/9/2018,105630,105690,105620,105690
12/9/2018,105720,105720,105610,105610
12/9/2018,105640,105750,105640,105730
12/9/2018,105710,105710,105710,105710
12/9/2018,105670,105800,105670,105800
12/9/2018,105830,105830,105780,105780
12/9/2018,105730,105770,105730,105740
12/9/2018,105760,105780,105740,105740
12/9/2018,105720,105820,105720,105820
12/9/2018,105840,105840,105800,105820
12/9/2018,105790,105790,105790,105790
12/9/2018,105770,105790,105700,105700
12/9/2018,105650,105670,105630,105670
12/9/2018,105600,105610,105560,105560
12/9/2018,105570,105600,105570,105600
12/9/2018,105540,105540,105540,105540
12/9/2018,105530,105540,105470,105480
12/9/2018,105530,105540,105510,105540
12/9/2018,105490,105540,105450,105540
12/9/2018,105550,105550,105490,105490
12/9/2018,105500,105530,105500,105530
12/9/2018,105530,105620,105530,105620
12/9/2018,105570,105570,105560,105560
12/9/2018,105650,105680,105650,105680
12/9/2018,105670,105670,105540,105540
12/9/2018,105500,105520,105410,105410
12/9/2018,105480,105490,105480,105480
12/9/2018,105530,105530,105500,105520
12/9/2018,105510,105520,105490,105490
12/9/2018,105540,105540,105520,105520
12/9/2018,105490,105490,105320,105320
12/9/2018,105350,105450,105350,105440
12/9/2018,105410,105410,105410,105410
12/9/2018,105340,105350,105280,105280
12/9/2018,105280,105350,105280,105350
12/9/2018,105500,105680,105500,105670
12/9/2018,105700,105720,105700,105710
12/9/2018,105800,105920,105800,105870
12/9/2018,105900,106180,105900,106180
12/9/2018,106140,106250,106140,106170
12/9/2018,106140,106190,106110,106180
12/9/2018,106250,106340,106220,106250
12/9/2018,106260,106280,106250,106250
12/9/2018,106280,106280,106280,106280
12/9/2018,106280,106360,106280,106340
12/9/2018,106250,106260,106250,106260
12/9/2018,106380,106400,106380,106400
12/9/2018,106420,106450,106400,106400
12/9/2018,106370,106400,106370,106370
12/9/2018,106370,106520,106370,106480
12/9/2018,106420,106440,106390,106420
12/9/2018,106400,106400,106380,106400
12/9/2018,106430,106490,106400,106400
12/9/2018,106410,106550,106390,106480
12/9/2018,106500,106510,106450,106450
12/9/2018,106400,106400,106320,106400
12/9/2018,106430,106480,106380,106380
12/9/2018,106380,106380,106340,106350
12/9/2018,106320,106330,106270,106310
12/9/2018,106310,106310,106300,106300
12/9/2018,106330,106370,106330,106370
12/9/2018,106370,106370,106340,106340
12/9/2018,106370,106370,106310,106310
12/9/2018,106290,106290,106230,106250
12/9/2018,106310,106310,106310,106310
12/9/2018,106310,106330,106280,106280
12/9/2018,106310,106320,106280,106280
12/9/2018,106280,106280,106230,106230
12/9/2018,106090,106280,106090,106180
12/9/2018,106130,106130,106130,106130
12/9/2018,106100,106100,106060,106070
12/9/2018,106110,106110,106110,106110
12/9/2018,106180,106190,106180,106190
12/9/2018,106250,106250,106220,106230
12/9/2018,106220,106220,106170,106210
12/9/2018,106130,106130,106120,106120
12/9/2018,106120,106120,106120,106120
12/9/2018,106210,106210,106210,106210
12/9/2018,106200,106200,106140,106140
12/9/2018,106150,106150,106150,106150
12/9/2018,106100,106100,106090,106090
12/9/2018,106120,106150,106120,106140
12/9/2018,106160,106300,106160,106300
12/9/2018,106300,106300,106300,106300
12/9/2018,106310,106310,106310,106310
12/9/2018,106310,106310,106310,106310
12/9/2018,106280,106280,106260,106260
12/9/2018,106300,106320,106300,106300
12/9/2018,106280,106320,106280,106320
12/9/2018,106320,106320,106270,106270
12/9/2018,106290,106350,106290,106350
12/9/2018,106300,106300,106300,106300
12/9/2018,106250,106250,106250,106250
12/9/2018,106210,106210,106210,106210
12/9/2018,106300,106400,106300,106400
12/9/2018,106400,106400,106380,106380
12/9/2018,106350,106380,106350,106380
12/9/2018,106410,106410,106410,106410
12/9/2018,106430,106440,106420,106440
12/9/2018,106430,106430,106430,106430
12/9/2018,106390,106390,106390,106390
12/9/2018,106250,106250,106250,106250
12/9/2018,106260,106260,106220,106220
12/9/2018,106200,106200,105980,105980
12/9/2018,105960,106020,105950,106020
12/9/2018,106010,106010,105710,105710
12/9/2018,105660,105660,105530,105650
12/9/2018,105600,105860,105600,105860
12/9/2018,105920,105950,105840,105840
12/9/2018,105880,105920,105880,105920
12/9/2018,105860,105870,105860,105870
12/9/2018,105930,105970,105930,105960
12/9/2018,105870,105960,105860,105960
12/9/2018,106000,106100,106000,106100
12/9/2018,106100,106190,106100,106190
12/9/2018,106060,106060,106060,106060
12/9/2018,106040,106040,106040,106040
12/9/2018,106010,106010,106010,106010
12/9/2018,106080,106080,106080,106080
12/9/2018,106100,106100,106100,106100
12/9/2018,106100,106120,106100,106120
12/9/2018,106100,106120,106100,106120
12/9/2018,106150,106150,106150,106150
12/9/2018,106090,106090,106090,106090
12/9/2018,106060,106060,106060,106060
12/9/2018,106020,106020,106000,106000
12/9/2018,105960,105960,105950,105950
12/9/2018,106060,106060,106060,106060
12/9/2018,106090,106100,106090,106100
12/9/2018,106000,106000,106000,106000
12/9/2018,106030,106030,106030,106030
12/9/2018,106120,106120,106120,106120
12/9/2018,106100,106100,106100,106100
12/9/2018,106050,106060,106050,106060
12/9/2018,106120,106120,106120,106120
12/9/2018,106170,106170,106150,106150
12/9/2018,106190,106300,106190,106300
12/9/2018,106230,106230,106230,106230
12/9/2018,106100,106100,106100,106100
12/9/2018,106100,106100,106100,106100
12/9/2018,106120,106120,106120,106120
12/9/2018,106090,106090,106090,106090
12/9/2018,106150,106160,106140,106140
12/9/2018,106140,106160,106140,106160
12/9/2018,106200,106300,106200,106300
12/9/2018,106290,106290,106290,106290
12/9/2018,106290,106290,106290,106290
12/9/2018,106210,106210,106210,106210
12/9/2018,106200,106200,106200,106200
12/9/2018,106200,106200,106180,106180
12/9/2018,106200,106200,106150,106150
12/9/2018,106140,106140,106140,106140
12/9/2018,106100,106100,106100,106100
12/9/2018,106110,106120,106110,106120
12/9/2018,106200,106200,106200,106200
12/9/2018,106150,106150,106150,106150
12/9/2018,106150,106150,106150,106150
12/9/2018,106240,106270,106240,106270
12/9/2018,106260,106260,106260,106260
12/9/2018,106200,106220,106200,106220
12/9/2018,106130,106130,106130,106130
12/9/2018,106170,106170,106170,106170
12/9/2018,106130,106130,106130,106130
12/9/2018,106150,106150,106150,106150
12/9/2018,106170,106170,106170,106170
12/9/2018,106170,106170,106160,106160
12/9/2018,106130,106130,106130,106130
12/9/2018,106140,106140,106080,106080
12/9/2018,106120,106120,106120,106120
12/9/2018,106200,106200,106200,106200
12/9/2018,106220,106240,106220,106240
12/9/2018,106220,106220,106220,106220
12/9/2018,106160,106160,106160,106160
12/9/2018,106160,106160,106160,106160
12/9/2018,106200,106200,106200,106200
12/9/2018,106180,106200,106180,106200
12/9/2018,106190,106190,106190,106190
12/9/2018,106200,106200,106200,106200
12/9/2018,106180,106180,106180,106180
12/9/2018,106200,106200,106200,106200
12/9/2018,106200,106200,106200,106200
12/9/2018,106140,106140,106140,106140
12/9/2018,106170,106180,106160,106160
12/9/2018,106150,106150,106040,106040
12/9/2018,106000,106020,105990,106020
12/9/2018,106000,106000,106000,106000
12/9/2018,106010,106010,106010,106010
12/9/2018,105990,105990,105990,105990
12/9/2018,105960,105970,105950,105970
12/9/2018,105960,105960,105960,105960
12/9/2018,106000,106020,106000,106020
12/9/2018,106040,106070,106040,106070
12/9/2018,106020,106020,106020,106020
12/9/2018,106000,106000,105980,105980
12/9/2018,105900,105980,105900,105980
12/9/2018,105950,105950,105950,105950
12/9/2018,105950,105950,105950,105950
12/9/2018,105970,105970,105970,105970
12/9/2018,105930,105930,105800,105800
12/9/2018,105950,106000,105950,106000
12/9/2018,105850,105850,105850,105850
12/9/2018,105920,105920,105920,105920
12/9/2018,105950,105950,105950,105950
12/9/2018,105980,105980,105980,105980
12/9/2018,106010,106020,106010,106020
12/9/2018,106040,106040,106040,106040
12/9/2018,106030,106030,106030,106030
12/9/2018,106080,106080,106080,106080
12/9/2018,106050,106050,106050,106050
12/9/2018,106010,106040,106010,106040
12/9/2018,106010,106020,106000,106020
12/9/2018,106000,106000,106000,106000
12/9/2018,105920,105940,105920,105940
12/9/2018,105970,105970,105970,105970
